ref_id_group_0,ref_id_group_1,ref_id_group_2,ref_id_group_3,ref_id_group_4,ref_id_group_5,ref_id_group_6,original_index_group_0,original_index_group_1,original_index_group_2,original_index_group_3,original_index_group_4,original_index_group_5,original_index_group_6,temperature_group_0,temperature_group_1,temperature_group_2,temperature_group_3,temperature_group_4,temperature_group_5,temperature_group_6,gamma_group_0,gamma_group_1,gamma_group_2,gamma_group_3,gamma_group_4,gamma_group_5,gamma_group_6,r2_group_0,r2_group_1,r2_group_2,r2_group_3,r2_group_4,r2_group_5,r2_group_6,inv_temperature_group_0,inv_temperature_group_1,inv_temperature_group_2,inv_temperature_group_3,inv_temperature_group_4,inv_temperature_group_5,inv_temperature_group_6,ln_gamma_group_0,ln_gamma_group_1,ln_gamma_group_2,ln_gamma_group_3,ln_gamma_group_4,ln_gamma_group_5,ln_gamma_group_6
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26512, 26513, 26514, 26515, 26516, 26517]","[7504, 7505, 7506, 7507, 7508, 7509]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[3.49, 3.48, 3.55, 3.63, 3.67, 3.71]","[3.58, 3.79, 3.98, 4.19, 4.39, 4.59]",,,,,,0.9413448665425228,0.9998505274262952,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[1.2499017362143359, 1.247032293786383, 1.2669476034873244, 1.2892326482767593, 1.3001916620664788, 1.3110318766193438]","[1.275362800412609, 1.332366019094335, 1.3812818192963463, 1.4327007339340465, 1.47932922708708, 1.5238800240724537]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26506, 26507, 26508, 26509, 26510, 26511]","[7486, 7487, 7488, 7489, 7490, 7491]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[23.8, 22.2, 21.4, 20.5, 19.6, 18.9]","[25.4, 25.0, 24.7, 24.3, 24.1, 23.9]",,,,,,0.9944108929817856,0.9920622271642706,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[3.169685580677429, 3.100092288878234, 3.0633909220278057, 3.0204248861443626, 2.975529566236472, 2.9391619220655967]","[3.2347491740244907, 3.2188758248682006, 3.2068032436339315, 3.190476350346503, 3.1822118404966093, 3.173878458937465]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26590, 26591, 26592, 26593, 26594, 26595]","[7606, 7607, 7608, 7609, 7610, 7611]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[3.45, 3.41, 3.37, 3.43, 3.44, 3.51]","[3.6, 3.78, 3.96, 4.14, 4.32, 4.49]",,,,,,0.2327255809725741,0.999960338274226,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[1.2383742310432684, 1.2267122912954254, 1.2149127443642704, 1.2325602611778486, 1.235471471385307, 1.2556160374777743]","[1.2809338454620642, 1.3297240096314962, 1.3762440252663892, 1.4206957878372228, 1.463255402256019, 1.501852701754163]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26554, 26555, 26556, 26557, 26558, 26559]","[8134, 8135, 8136, 8137, 8138, 8139]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.64, 1.49, 1.39, 1.3, 1.22, 1.14]","[1.83, 1.75, 1.67, 1.6, 1.54, 1.48]",,,,,,0.9981985300870424,0.999777397774477,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.494696241836107, 0.3987761199573678, 0.3293037471426003, 0.26236426446749106, 0.19885085874516517, 0.131028262406404]","[0.6043159668533296, 0.5596157879354227, 0.5128236264286637, 0.47000362924573563, 0.43178241642553783, 0.3920420877760237]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26596, 26597, 26598, 26599, 26600, 26601]","[7618, 7619, 7620, 7621, 7622, 7623]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[8.95, 8.76, 8.58, 8.5, 8.28, 8.27]","[9.39, 9.69, 9.95, 10.2, 10.5, 10.7]",,,,,,0.9746246104716598,0.9987712952319474,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[2.191653532286764, 2.1701959049483, 2.149433913499871, 2.1400661634962708, 2.1138429683971682, 2.1126345090356]","[2.2396452932201716, 2.2710944259026746, 2.2975725511705014, 2.322387720290225, 2.3513752571634776, 2.3702437414678603]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26518, 26519, 26520, 26521, 26522, 26523]","[7510, 7511, 7512, 7513, 7514, 7515]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[4.99, 4.94, 5.04, 5.11, 5.15, 5.14]","[5.17, 5.4, 5.63, 5.86, 6.08, 6.31]",,,,,,0.8156048287005169,0.9998986979847984,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[1.6074359097634274, 1.5973653311998313, 1.6174060820832772, 1.631199404215613, 1.6389967146756448, 1.6370530794670737]","[1.6428726885203377, 1.6863989535702288, 1.728109442151599, 1.7681496035889213, 1.8050046959780757, 1.8421356765531218]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26524, 26525, 26526, 26527, 26528, 26529]","[7630, 7631, 7632, 7633, 7634, 7635]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.59, 0.59, 0.61, 0.63, 0.65, 0.66]","[0.601, 0.639, 0.677, 0.715, 0.754, 0.794]",,,,,,0.9561525917411312,0.9998609992727204,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.527632742082372, -0.527632742082372, -0.4942963218147801, -0.4620354595965587, -0.4307829160924542, -0.4155154439616658]","[-0.5091603444469295, -0.44785082460460224, -0.390084006069862, -0.33547273628812946, -0.282362910974181, -0.23067181773500128]",,,,,
"[145, 145, 145, 145, 145]","[22, 22, 22, 22, 22, 22, 22]",,,,,,"[38935, 38936, 38937, 38938, 38939]","[3591, 3592, 3593, 3594, 3595, 3596, 3597]",,,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[85.0, 78.1, 70.8, 63.5, 55.3]","[131.0, 114.0, 102.0, 90.2, 81.1, 73.2, 66.3]",,,,,,0.9828212986968512,0.999779794714768,,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[4.442651256490317, 4.35799005684564, 4.259859000699674, 4.151039905898646, 4.012772908528289]","[4.875197323201151, 4.736198448394496, 4.624972813284271, 4.502029427068578, 4.395682961121367, 4.293195420967266, 4.194189897191817]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26500, 26501, 26502, 26503, 26504, 26505]","[7480, 7481, 7482, 7483, 7484, 7485]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[16.5, 15.6, 15.1, 14.4, 13.9, 13.6]","[17.5, 17.5, 17.4, 17.4, 17.3, 17.3]",,,,,,0.992193689564484,0.9120537487546544,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[2.803360380906535, 2.747270914255491, 2.714694743820879, 2.667228206581955, 2.631888840136646, 2.6100697927420065]","[2.8622008809294686, 2.8622008809294686, 2.856470206220483, 2.856470206220483, 2.8507065015037334, 2.8507065015037334]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26560, 26561, 26562, 26563, 26564, 26565]","[8140, 8141, 8142, 8143, 8144, 8145]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[2.09, 1.88, 1.75, 1.63, 1.52, 1.41]","[2.32, 2.21, 2.1, 2.0, 1.91, 1.83]",,,,,,0.9975866662549132,0.9995642321950572,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.7371640659767196, 0.6312717768418578, 0.5596157879354227, 0.4885800148186709, 0.41871033485818504, 0.34358970439007686]","[0.8415671856782185, 0.7929925155296614, 0.7419373447293773, 0.6931471805599453, 0.6471032420585384, 0.6043159668533296]",,,,,
"[145, 145, 145, 145, 145]","[22, 22, 22, 22, 22, 22, 22]",,,,,,"[39040, 39041, 39042, 39043, 39044]","[3563, 3564, 3565, 3566, 3567, 3568, 3569]",,,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[21.0, 17.4, 15.1, 12.5, 10.29]","[33.8, 30.7, 28.9, 26.3, 24.5, 23.1, 21.8]",,,,,,0.9946327345608428,0.9977068846887658,,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[3.044522437723423, 2.856470206220483, 2.714694743820879, 2.5257286443082556, 2.331172549845958]","[3.520460802488973, 3.4242626545931514, 3.3638415951183864, 3.269568939183719, 3.1986731175506815, 3.139832617527748, 3.0819099697950434]",,,,,
"[145, 145, 145, 145, 145]","[22, 22, 22, 22, 22, 22, 22]",,,,,,"[38930, 38931, 38932, 38933, 38934]","[3556, 3557, 3558, 3559, 3560, 3561, 3562]",,,,,,"[302.8, 313.4, 323.1, 332.8, 343.4]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[10.26, 8.21, 7.05, 5.92, 4.88]","[22.0, 20.1, 19.1, 17.6, 16.6, 15.8, 14.9]",,,,,,0.9982994209670204,0.9973577159100284,,,,,,"[0.0033025099075297223, 0.003190810465858328, 0.003095017022593624, 0.003004807692307692, 0.0029120559114735006]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[2.3282528397426234, 2.105352923464337, 1.9530276168241774, 1.7783364488959144, 1.5851452198650557]","[3.091042453358316, 3.0007198150650303, 2.9496883350525844, 2.8678989020441064, 2.8094026953624978, 2.760009940032921, 2.7013612129514133]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26398, 26399, 26400, 26401, 26402, 26403]","[7636, 7637, 7638, 7639, 7640, 7641]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[23.4, 22.8, 21.1, 19.4, 18.3, 17.5]","[28.1, 27.3, 26.8, 26.2, 25.7, 25.3]",,,,,,0.9813838843111744,0.9971780602166808,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[3.152736022363656, 3.126760535960395, 3.0492730404820207, 2.9652730660692823, 2.9069010598473755, 2.8622008809294686]","[3.3357695763397, 3.3068867021909143, 3.288401887516811, 3.265759410767051, 3.246490991901174, 3.2308043957334744]",,,,,
"[145, 145, 145, 145, 145]","[22, 22, 22, 22, 22, 22, 22]",,,,,,"[38980, 38981, 38982, 38983, 38984]","[3675, 3676, 3677, 3678, 3679, 3680, 3681]",,,,,,"[303.5, 313.3, 323.3, 333.1, 343.1]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[4.18, 4.04, 3.92, 3.77, 3.58]","[3.77, 3.76, 3.76, 3.75, 3.74, 3.74, 3.73]",,,,,,0.9805724754007876,0.9614388034130148,,,,,,"[0.0032948929159802307, 0.0031918289179699967, 0.0030931023816888337, 0.0030021014710297205, 0.002914602156805596]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[1.430311246536665, 1.3962446919730587, 1.366091653802371, 1.3270750014599193, 1.275362800412609]","[1.3270750014599193, 1.324418957401803, 1.324418957401803, 1.3217558399823195, 1.3190856114264407, 1.3190856114264407, 1.3164082336557241]",,,,,
"[145, 145, 145, 145, 145]","[22, 22, 22, 22, 22, 22, 22]",,,,,,"[38985, 38986, 38987, 38988, 38989]","[3682, 3683, 3684, 3685, 3686, 3687, 3688]",,,,,,"[303.5, 313.3, 323.3, 333.1, 343.1]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15]",,,,,,"[6.33, 6.15, 5.97, 5.78, 5.59]","[5.74, 5.66, 5.58, 5.51, 5.45, 5.39, 5.33]",,,,,,0.9955204072744912,0.999758729148403,,,,,,"[0.0032948929159802307, 0.0031918289179699967, 0.0030931023816888337, 0.0030021014710297205, 0.002914602156805596]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]",,,,,,"[1.8453002361560848, 1.8164520818184267, 1.7867469274045107, 1.7544036826842861, 1.7209792871670078]","[1.747459210331475, 1.7334238922150915, 1.7191887763932197, 1.706564623164823, 1.6956156086751528, 1.6845453849209058, 1.673351238177753]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[25906, 25907, 25908, 25909, 25910, 25911]","[8122, 8123, 8124, 8125, 8126, 8127]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.82, 0.83, 0.87, 0.9, 0.93, 0.96]","[0.844, 0.9, 0.958, 1.02, 1.08, 1.13]",,,,,,0.9831597859769692,0.9993940842139992,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.19845093872383832, -0.18632957819149348, -0.13926206733350766, -0.10536051565782628, -0.07257069283483537, -0.040821994520255166]","[-0.16960278438617998, -0.10536051565782628, -0.04290750101127655, 0.01980262729617973, 0.0769610411361284, 0.12221763272424911]",,,,,
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[25894, 25895, 25896, 25897, 25898, 25899]","[7660, 7661, 7662, 7663, 7664, 7665]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.54, 0.54, 0.55, 0.56, 0.56, 0.56]","[0.579, 0.601, 0.623, 0.645, 0.667, 0.688]",,,,,,0.8670752318163563,0.9998407624902016,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.616186139423817, -0.616186139423817, -0.5978370007556204, -0.579818495252942, -0.579818495252942, -0.579818495252942]","[-0.5464528014091419, -0.5091603444469295, -0.4732087601946839, -0.43850496218636453, -0.4049652330665133, -0.37396644104879345]",,,,,
"[134, 134, 134, 134]","[143, 143, 143, 143, 143]",,,,,"[210, 213, 218]","[43328, 43329, 43330, 43331]","[38325, 38326, 38327, 38328, 38329]",,,,,"[53091, 52676, 53084]","[293.15, 303.15, 313.15, 323.15]","[323.15, 333.15, 343.15, 353.15, 363.15]",,,,,"[323.0, 298.0, 303.0]","[7.55, 7.34, 7.15, 6.97]","[7.19, 6.88, 6.46, 6.21, 6.05]",,,,,"[6.0, 7.67, 6.2]",0.9999444094162956,0.9869031915723704,,,,,0.5651021264586957,"[0.003411222923418046, 0.003298697014679202, 0.003193357815743254, 0.0030945381401825778]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]",,,,,"[0.0030959752321981426, 0.003355704697986577, 0.0033003300330033004]","[2.0215475632609334, 1.9933388426264242, 1.9671123567059163, 1.9416152247724325]","[1.9726911717329554, 1.9286186519452522, 1.8656293177945105, 1.8261608959453874, 1.80005827204275]",,,,,"[1.791759469228055, 2.0373166153791646, 1.824549292051046]"
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[26536, 26537, 26538, 26539, 26540, 26541]","[7588, 7589, 7590, 7591, 7592, 7593]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.0, 1.01, 1.05, 1.08, 1.11, 1.13]","[1.03, 1.1, 1.17, 1.23, 1.3, 1.36]",,,,,,0.9822888055381024,0.9993788246493328,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.0, 0.009950330853168092, 0.04879016416943204, 0.0769610411361284, 0.10436001532424286, 0.12221763272424911]","[0.02955880224154443, 0.09531017980432493, 0.1570037488096647, 0.20701416938432612, 0.26236426446749106, 0.3074846997479607]",,,,,
"[92, 92, 92, 92, 92, 92]","[205, 205, 205]",,,,,"[218, 210, 210]","[24340, 24341, 24342, 24343, 24344, 24345]","[51588, 51589, 51590]",,,,,"[53067, 52614, 52615]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[312.75, 322.55, 332.55]",,,,,"[303.0, 303.0, 323.0]","[152.0, 130.0, 113.0, 102.0, 88.0, 80.8]","[100.7, 86.4, 73.5]",,,,,"[81.7, 81.7, 58.9]",0.9973216649116596,0.9992410660266556,,,,,1.0,"[0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426]","[0.0031974420463629096, 0.003100294527980158, 0.0030070666065253344]",,,,,"[0.0033003300330033004, 0.0033003300330033004, 0.0030959752321981426]","[5.0238805208462765, 4.867534450455582, 4.727387818712341, 4.624972813284271, 4.477336814478207, 4.39197696552705]","[4.612145799724517, 4.45898767581001, 4.297285406218791]",,,,,"[4.403054001865957, 4.403054001865957, 4.075841090657541]"
"[94, 94, 94, 94, 94, 94]","[47, 47, 47, 47, 47, 47]",,,,,,"[25918, 25919, 25920, 25921, 25922, 25923]","[8212, 8213, 8214, 8215, 8216, 8217]",,,,,,"[323.15, 333.15, 343.15, 353.15, 363.15, 373.15]","[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[1.28, 1.28, 1.32, 1.36, 1.39, 1.42]","[1.32, 1.4, 1.48, 1.56, 1.64, 1.72]",,,,,,0.9601756955638414,0.999983974052582,,,,,,"[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821, 0.0026798874447273215]","[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[0.2468600779315258, 0.2468600779315258, 0.27763173659827955, 0.3074846997479607, 0.3293037471426003, 0.35065687161316933]","[0.27763173659827955, 0.3364722366212129, 0.3920420877760237, 0.44468582126144574, 0.494696241836107, 0.5423242908253617]",,,,,
"[172, 172, 172, 172]","[15, 15, 15, 15, 15, 15, 15, 15]",,,,,,"[43712, 43713, 43714, 43715]","[2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077]",,,,,,"[313.15, 323.15, 333.15, 343.15]","[298.15, 308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 368.15]",,,,,,"[0.95, 0.92, 0.88, 0.86]","[1.05, 1.0, 0.948, 0.9, 0.862, 0.827, 0.791, 0.763]",,,,,,0.98928263617062,0.9996181063606668,,,,,,"[0.003193357815743254, 0.0030945381401825778, 0.0030016509079994, 0.002914177473408131]","[0.0033540164346805303, 0.0032451728054518907, 0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]",,,,,,"[-0.05129329438755058, -0.08338160893905101, -0.12783337150988489, -0.15082288973458366]","[0.04879016416943204, 0.0, -0.053400776727115296, -0.10536051565782628, -0.14850000831844395, -0.1899505839584458, -0.23445731121448313, -0.27049724769768]",,,,,
"[99, 99, 99, 99, 99, 99]","[103, 103, 103, 103, 103, 103]",,,,,,"[28372, 28373, 28374, 28375, 28376, 28377]","[29938, 29939, 29940, 29941, 29942, 29943]",,,,,,"[318.15, 328.15, 338.15, 348.15, 358.15, 368.15]","[313.1, 322.9, 333.1, 343.5, 353.3, 363.9]",,,,,,"[0.782, 0.833, 0.882, 0.935, 0.982, 1.04]","[1.06, 1.09, 1.15, 1.11, 1.1, 1.09]",,,,,,0.9994549056166144,0.0854358366886735,,,,,,"[0.0031431714600031434, 0.0030473868657626088, 0.0029572674848440043, 0.002872325147206664, 0.002792126204104426, 0.0027162841233192994]","[0.0031938677738741613, 0.0030969340353050484, 0.0030021014710297205, 0.002911208151382824, 0.002830455703368242, 0.0027480076944215444]",,,,,,"[-0.24590053843682594, -0.1827216368152944, -0.12556322297534575, -0.06720874969344999, -0.01816397062767118, 0.03922071315328133]","[0.058268908123975824, 0.08617769624105241, 0.13976194237515863, 0.10436001532424286, 0.09531017980432493, 0.08617769624105241]",,,,,
"[134, 134, 134, 134]","[143, 143, 143, 143, 143]",,,,,"[210, 213, 218]","[43320, 43321, 43322, 43323]","[38335, 38336, 38337, 38338, 38339]",,,,,"[53096, 52691, 53086]","[293.15, 303.15, 313.15, 323.15]","[323.15, 333.15, 343.15, 353.15, 363.15]",,,,,"[323.0, 298.0, 303.0]","[15.1, 14.2, 13.5, 12.7]","[12.79, 12.01, 11.33, 11.13, 10.67]",,,,,"[12.8, 15.4, 12.2]",0.9978735261924422,0.9739776586057736,,,,,0.2564028174149731,"[0.003411222923418046, 0.003298697014679202, 0.003193357815743254, 0.0030945381401825778]","[0.0030945381401825778, 0.0030016509079994, 0.002914177473408131, 0.002831657935721365, 0.002753683051080821]",,,,,"[0.0030959752321981426, 0.003355704697986577, 0.0033003300330033004]","[2.714694743820879, 2.653241964607215, 2.6026896854443837, 2.5416019934645457]","[2.548663615590751, 2.485739636091892, 2.427454075039915, 2.4096441652874536, 2.367436065313662]",,,,,"[2.5494451709255714, 2.7343675094195836, 2.501435951739211]"
